,product_id,model,color,memory,price_regular,price_for_clients,link
22,2119850, Muvit Samsung Galaxy S22 Recycletek Folio Stand - Zwart ,Zwart,,,27,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119850&productName=Muvit%20Samsung%20Galaxy%20S22%20Recycletek%20Folio%20Stand%20-%20Zwart#/category=Accessoires/pageNo=4
23,2119822, Muvit Samsung Galaxy S22 Plus Recycletek Folio Stand - Zwart ,Zwart,,,27,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119822&productName=Muvit%20Samsung%20Galaxy%20S22%20Plus%20Recycletek%20Folio%20Stand%20-%20Zwart#/category=Accessoires/pageNo=4
24,2119748, Muvit Samsung Galaxy S22 Ultra Recycletek Folio Stand - Zwart ,Zwart,,,27,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119748&productName=Muvit%20Samsung%20Galaxy%20S22%20Ultra%20Recycletek%20Folio%20Stand%20-%20Zwart#/category=Accessoires/pageNo=4
25,2123789, Itskins Xiaomi Redmi Note 11 Level 2 Spectrum hoesje - Transparant ,Transparant,,,25,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2123789&productName=Itskins%20Xiaomi%20Redmi%20Note%2011%20Level%202%20Spectrum%20hoesje%20-%20Transparant#/category=Accessoires/pageNo=4
26,2123790, Muvit Xiaomi Redmi Note 11 Recycletek Folio Stand - Zwart ,Zwart,,,27,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2123790&productName=Muvit%20Xiaomi%20Redmi%20Note%2011%20Recycletek%20Folio%20Stand%20-%20Zwart#/category=Accessoires/pageNo=4
27,2119501, Muvit iPhone 13 Reinforced Soft Cover - Transparant ,Transparant,,,22,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119501&productName=Muvit%20iPhone%2013%20Reinforced%20Soft%20Cover%20-%20Transparant#/category=Accessoires/pageNo=4
28,2119806, Itskins Samsung Galaxy S22 Plus Level 2 Spectrum hoesje - Transparant ,Transparant,,,25,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119806&productName=Itskins%20Samsung%20Galaxy%20S22%20Plus%20Level%202%20Spectrum%20hoesje%20-%20Transparant#/category=Accessoires/pageNo=4
29,2119779, Itskins Samsung Galaxy S22 Level 2 Spectrum hoesje - Transparant ,Transparant,,,25,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119779&productName=Itskins%20Samsung%20Galaxy%20S22%20Level%202%20Spectrum%20hoesje%20-%20Transparant#/category=Accessoires/pageNo=5
30,2119791, Muvit Autohouder Grip 360° Multi (80mm max) ,Zwart,,,14,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119791&productName=Muvit%20Autohouder%20Grip%20360%C2%B0%20Multi%20(80mm%20max)#/category=Accessoires/pageNo=5
31,2119783, Muvit iPhone 13 Recycletek Folio Stand - Zwart ,Zwart,,,27,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119783&productName=Muvit%20iPhone%2013%20Recycletek%20Folio%20Stand%20-%20Zwart#/category=Accessoires/pageNo=5
32,2119730, Muvit iPhone SE/8/7/6S/6 Reinforced Soft Cover - Transparant ,Transparant,,,22,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119730&productName=Muvit%20iPhone%20SE/8/7/6S/6%20Reinforced%20Soft%20Cover%20-%20Transparant#/category=Accessoires/pageNo=5
33,2119804, Muvit iPhone 12 | 12 Pro Reinforced Soft Cover - Transparant ,Transparant,,,22,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119804&productName=Muvit%20iPhone%2012%20|%2012%20Pro%20Reinforced%20Soft%20Cover%20-%20Transparant#/category=Accessoires/pageNo=5
34,2119735, Muvit iPhone 13 Pro Reinforced Soft Cover - Transparant ,Transparant,,,23,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119735&productName=Muvit%20iPhone%2013%20Pro%20Reinforced%20Soft%20Cover%20-%20Transparant#/category=Accessoires/pageNo=5
35,2119686, Muvit iPhone 13 Pro Max Reinforced Soft Cover - Transparant ,Transparant,,,22,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119686&productName=Muvit%20iPhone%2013%20Pro%20Max%20Reinforced%20Soft%20Cover%20-%20Transparant#/category=Accessoires/pageNo=5
36,2119715, Muvit Magnetische Universele Autohouder - Zwart ,Zwart,,,16,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119715&productName=Muvit%20Magnetische%20Universele%20Autohouder%20-%20Zwart#/category=Accessoires/pageNo=5
37,2119739, Muvit iPhone 11 Recycletek Folio Stand - Zwart ,Zwart,,,27,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119739&productName=Muvit%20iPhone%2011%20Recycletek%20Folio%20Stand%20-%20Zwart#/category=Accessoires/pageNo=5
38,2119829, Muvit iPhone 12 | 12 Pro Recycletek Folio Stand - Zwart ,Zwart,,,27,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119829&productName=Muvit%20iPhone%2012%20|%2012%20Pro%20Recycletek%20Folio%20Stand%20-%20Zwart#/category=Accessoires/pageNo=5
39,2119763, Muvit iPhone 13 Mini Recycletek Folio Stand - Zwart ,Zwart,,,27,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119763&productName=Muvit%20iPhone%2013%20Mini%20Recycletek%20Folio%20Stand%20-%20Zwart#/category=Accessoires/pageNo=5
40,2119849, Muvit iPhone 13 Pro Recycletek Folio Stand - Zwart ,Zwart,,,27,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119849&productName=Muvit%20iPhone%2013%20Pro%20Recycletek%20Folio%20Stand%20-%20Zwart#/category=Accessoires/pageNo=5
41,2119838, Muvit iPhone 13 Pro Max Recycletek Folio Stand - Zwart ,Zwart,,,27,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119838&productName=Muvit%20iPhone%2013%20Pro%20Max%20Recycletek%20Folio%20Stand%20-%20Zwart#/category=Accessoires/pageNo=5
42,2119835, Muvit iPhone SE/8/7/6S/6 Recycletek Folio Stand - Zwart ,Zwart,,,27,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119835&productName=Muvit%20iPhone%20SE/8/7/6S/6%20Recycletek%20Folio%20Stand%20-%20Zwart#/category=Accessoires/pageNo=5
43,2119758, Muvit iPhone 12 | 12 Pro Tempered Glass ,Transparant,,,23,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119758&productName=Muvit%20iPhone%2012%20|%2012%20Pro%20Tempered%20Glass#/category=Accessoires/pageNo=5
44,2119845, Muvit iPhone SE/8/7/6S/6 Tempered Glass ,Transparant,,,23,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119845&productName=Muvit%20iPhone%20SE/8/7/6S/6%20Tempered%20Glass#/category=Accessoires/pageNo=6
45,2119823, Muvit iPhone XR/11 Tempered Glass ,Transparant,,,23,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119823&productName=Muvit%20iPhone%20XR/11%20Tempered%20Glass#/category=Accessoires/pageNo=6
46,2119765, Muvit iPhone 13 | 13 Pro Tempered Glass ,Transparant,,,23,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119765&productName=Muvit%20iPhone%2013%20|%2013%20Pro%20Tempered%20Glass#/category=Accessoires/pageNo=6
47,2119801, Muvit Autolader Power Delivery USB-C + Quick Charge 3.0 ,Zwart,,,30,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119801&productName=Muvit%20Autolader%20Power%20Delivery%20USB-C%20+%20Quick%20Charge%203.0#/category=Accessoires/pageNo=6
48,2119681, Muvit Type-C Oordopjes - Wit ,Wit,,,22,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119681&productName=Muvit%20Type-C%20Oordopjes%20-%20Wit#/category=Accessoires/pageNo=6
49,2119707, Muvit Oplader Power Delivery 30W USB-C ,Wit,,,30,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119707&productName=Muvit%20Oplader%20Power%20Delivery%2030W%20USB-C#/category=Accessoires/pageNo=6
50,2119811, Muvit iPhone 13 Mini Reinforced Soft Cover - Transparant ,Transparant,,,22,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119811&productName=Muvit%20iPhone%2013%20Mini%20Reinforced%20Soft%20Cover%20-%20Transparant#/category=Accessoires/pageNo=6
51,2119754, Muvit iPhone 13 Mini Tempered Glass ,Transparant,,,23,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119754&productName=Muvit%20iPhone%2013%20Mini%20Tempered%20Glass#/category=Accessoires/pageNo=6
52,2119825, Muvit iPhone 11 Recycletek Cover - Zwart ,Zwart,,,20,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2119825&productName=Muvit%20iPhone%2011%20Recycletek%20Cover%20-%20Zwart#/category=Accessoires/pageNo=6
53,2127879, Samsung Galaxy Z Fold4 5G Samsung Slim Standing Cover - Zwart ,Zwart,,,49,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2127879&productName=Samsung%20Galaxy%20Z%20Fold4%205G%20Samsung%20Slim%20Standing%20Cover%20-%20Zwart#/category=Accessoires/pageNo=6
54,2127979, Samsung  Samsung Galaxy Z Fold4 5G Front Protection Film - Transparant ,Transparant,,,15,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2127979&productName=Samsung%20%20Samsung%20Galaxy%20Z%20Fold4%205G%20Front%20Protection%20Film%20-%20Transparant#/category=Accessoires/pageNo=6
55,2127980, Samsung Samsung Galaxy Z Flip4 5G Clear Slim hoesje ,Transparant,,,25,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2127980&productName=Samsung%20Samsung%20Galaxy%20Z%20Flip4%205G%20Clear%20Slim%20hoesje#/category=Accessoires/pageNo=6
