,product_id,model,color,memory,price_regular,price_for_clients,link
16,3300322, Samsung Galaxy Watch6 Classic Large LTE Black ,Zwart,16 GB," € 499,00 ",379,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300322&productName=Samsung%20Galaxy%20Watch6%20Classic%20Large%20LTE%20Black#/category=Smartwatches/pageNo=2
17,2126584, Samsung Galaxy Watch5 LTE 44mm Grijs ,Grijs,16 GB," € 299,00 ",279,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2126584&productName=Samsung%20Galaxy%20Watch5%20LTE%2044mm#/category=Smartwatches/pageNo=2
18,2129011," Apple Watch Ultra GPS + Cellular, 49mm Titanium Case with Black/Gray Trail Loop - S/M ",Zwart,32 GB," € 889,00 ",849,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2129011&productName=Apple%20Watch%20Ultra%20GPS%20+%20Cellular#/category=Smartwatches/pageNo=2
19,2129015, Apple Watch Series 8 GPS + Cellular 41mm Starlight Aluminium Case with Starlight Sport Band - Regular ,Wit,32 GB," € 619,00 ",569,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2129015&productName=Apple%20Watch%20Series%208%20GPS%20+%20Cellular%2041mm#/category=Smartwatches/pageNo=2
20,2129137, Apple Watch Series 8 GPS + Cellular 45mm Midnight Aluminium Case with Midnight Sport Band - Regular ,Zwart,32 GB," € 659,00 ",599,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2129137&productName=Apple%20Watch%20Series%208%20GPS%20+%20Cellular%2045mm#/category=Smartwatches/pageNo=2
21,2117082, Apple Watch Series 7 GPS + Cellular 41mm Green Alu with Clover Sport Band ,Groen,32 GB," € 499,00 ",449,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2117082&productName=Apple%20Watch%20Series%207%20GPS%20+%20Cellular%2041mm#/category=Smartwatches/pageNo=2
22,2122987, Apple Watch Series 7 GPS + Cellular 41mm Starlight Alu with Starlight Sport Band ,Wit,32 GB," € 499,00 ",449,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2122987&productName=Apple%20Watch%20Series%207%20GPS%20+%20Cellular%2041mm#/category=Smartwatches/pageNo=2
23,2117081, Apple Watch Series 7 GPS + Cellular 45mm Midnight Alu with Midnight Sport Band ,Grijs,32 GB," € 559,00 ",499,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2117081&productName=Apple%20Watch%20Series%207%20GPS%20+%20Cellular%2045mm#/category=Smartwatches/pageNo=2
24,2129013, Apple Watch SE GPS + Cellular 40mm ,Wit,32 GB," € 329,00 ",299,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=2129013&productName=Apple%20Watch%20SE%20GPS%20+%20Cellular%2040mm#/category=Smartwatches/pageNo=2
25,3300612, Apple Apple Watch SE GPS + Cellular 44mm Midnight Aluminium Case with Midnight Sport Band - S/M ,Blauw,32 GB," € 359,00 ",329,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300612&productName=Apple%20Apple%20Watch%20SE%20GPS%20+%20Cellular%2044mm%20Midnight%20Aluminium%20Case%20with%20Midnight%20Sport%20Band%20-%20S/M#/category=Smartwatches/pageNo=2
26,3300613, Apple Apple Watch SE GPS + Cellular 40mm Starlight Aluminium Case with Starlight Sport Band - M/L ,Goud,32 GB," € 329,00 ",299,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300613&productName=Apple%20Apple%20Watch%20SE%20GPS%20+%20Cellular%2040mm%20Starlight%20Aluminium%20Case%20with%20Starlight%20Sport%20Band%20-%20M/L#/category=Smartwatches/pageNo=2
27,3300614, Apple Apple Watch SE GPS + Cellular 44mm Midnight Aluminium Case with Midnight Sport Loop ,Blauw,32 GB," € 359,00 ",329,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300614&productName=Apple%20Apple%20Watch%20SE%20GPS%20+%20Cellular%2044mm%20Midnight%20Aluminium%20Case%20with%20Midnight%20Sport%20Loop#/category=Smartwatches/pageNo=2
28,3300615, Apple Apple Watch SE GPS + Cellular 40mm Starlight Aluminium Case with Starlight Sport Band - S/M ,Goud,32 GB," € 329,00 ",299,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300615&productName=Apple%20Apple%20Watch%20SE%20GPS%20+%20Cellular%2040mm%20Starlight%20Aluminium%20Case%20with%20Starlight%20Sport%20Band%20-%20S/M#/category=Smartwatches/pageNo=2
29,3300616, Apple Apple Watch SE GPS + Cellular 44mm Midnight Aluminium Case with Midnight Sport Band - M/L ,Blauw,32 GB," € 359,00 ",329,https://www2.telenet.be/residential/nl/toestellen/details?intcmp=ToestNav&productId=3300616&productName=Apple%20Apple%20Watch%20SE%20GPS%20+%20Cellular%2044mm%20Midnight%20Aluminium%20Case%20with%20Midnight%20Sport%20Band%20-%20M/L#/category=Smartwatches/pageNo=2
